Key,Id,French(fr)
"Dialogs_Intro01_2_Grocery_11_BackAtSarah_2_Player",62968053773,"Oui"
"Dialogs_Intro01_2_Grocery_11_BackAtSarah_3_Sarah",62968053774,"Super!"
"Dialogs_Intro01_2_Grocery_11_BackAtSarah_4_Sarah",62968053775,"Mets toutes les affaires dans le sac de courses"
"Dialogs_Intro01_2_Grocery_12_SarahInterupts_0_Sarah",62968053776,"Ne le déballe pas"
"Dialogs_Intro01_2_Grocery_12_SarahInterupts_1_Sarah",62968053777,"Scanne-le juste à travers le sac"
"Dialogs_Intro01_2_Grocery_12_SarahInterupts_2_Mia",62968053778,"Ouais... bien sûr"
"Dialogs_Intro01_2_Grocery_12_SarahInterupts_3_Player",62968053779,"""Comment ça pourrait marcher?"""
"Dialogs_Intro01_2_Grocery_12_SarahInterupts_4_Sarah",62968053780,"Mince"
"Dialogs_Intro01_2_Grocery_12_SarahInterupts_5_Sarah",62968053781,"J'ai oublié mon porte-monnaie dans la voiture"
"Dialogs_Intro01_2_Grocery_12_SarahInterupts_6_Sarah",62968053782,"Je reviens dans une seconde"
"Dialogs_Intro01_2_Grocery_13_1HowYouScan_0_Player",62968053783,"Comment tu scannes les produits à travers le sac?"
"Dialogs_Intro01_2_Grocery_13_1HowYouScan_1_Player",62968053784,"Je veux dire, comment tu sais"
"Dialogs_Intro01_2_Grocery_13_1HowYouScan_2_Mia",62968053785,"Je ne sais pas"
"Dialogs_Intro01_2_Grocery_13_1HowYouScan_3_Mia",62968053786,"Mais je le bouge juste comme ça et ça marche"
"Dialogs_Intro01_2_Grocery_13_1HowYouScan_4_Player",62968053787,"Dingue..."
"Dialogs_Intro01_2_Grocery_13_2Name_0_Player",62968053788,"Quel est ton nom?"
"Dialogs_Intro01_2_Grocery_13_2Name_1_Mia",62968053789,"Quoi?"
"Dialogs_Intro01_2_Grocery_13_2Name_2_Player",62968053790,"J'ai demandé quel est ton nom"
"Dialogs_Intro01_2_Grocery_13_2Name_3_Mia",62968053791,"Oh"
"Dialogs_Intro01_2_Grocery_13_2Name_4_Mia",62968053792,"Je m'appelle Mia"
"Dialogs_Intro01_2_Grocery_13_2_1Beautilful_0_Player",62968053793,"C'est un beau nom"
"Dialogs_Intro01_2_Grocery_13_2_1Beautilful_1_Mia",62968053794,"Merci"
"Dialogs_Intro01_2_Grocery_13_2_1Beautilful_2_Mia",62968053795,"Et toi, qui tu es?"
"Dialogs_Intro01_2_Grocery_13_2_1Beautilful_3_Player",62968053796,"Je suis @{player}"
"Dialogs_Intro01_2_Grocery_13_2_1Beautilful_4_Mia",62968053797,"Ravie de te rencontrer, @{player}"
"Dialogs_Intro01_2_Grocery_13_2_1_1Number_0_Player",62968053798,"Puis-je avoir ton numéro?"
"Dialogs_Intro01_2_Grocery_13_2_1_1Number_1_Mia",62968053799,"B... bien sûr"
"Dialogs_Intro01_2_Grocery_13_2_1_1Number_2_Player",62968053800,"""Cool... mais pourquoi est-ce que ça a semblé si bizarre?"""
"Dialogs_Intro01_2_Grocery_13_3HowRU_0_Player",62968053801,"Comment ça va?"
"Dialogs_Intro01_2_Grocery_13_3HowRU_1_Mia",62968053802,"Bien"
"Dialogs_Intro01_2_Grocery_13_3HowRU_2_Player",62968053803,"""C'était une réponse plutôt courte"""
"Dialogs_Intro01_2_Grocery_15_NotPopular_0_Mia",62968053804,"Hm?"
"Dialogs_Intro01_2_Grocery_15_NotPopular_1_Mia",62968053805,"Qu'est-ce que tu veux dire?"
"Dialogs_Intro01_2_Grocery_15_NotPopular_2_Player",62968053806,"Peu de gens sont intéressés pour travailler ici"
"Dialogs_Intro01_2_Grocery_15_NotPopular_3_Mia",62968053807,"Oh... tu parles de ce papier"
"Dialogs_Intro01_2_Grocery_15_NotPopular_4_Mia",62968053808,"Je suppose que personne ne veut d'un travail normal de nos jours"
"Dialogs_Intro01_2_Grocery_15_NotPopular_5_Mia",62968053809,"Tous mes amis font de la crypto et ce..."
"Dialogs_Intro01_2_Grocery_15_NotPopular_6_Mia",62968053810,"Comment ça s'appelait déjà...?"
"Dialogs_Intro01_2_Grocery_15_NotPopular_7_Mia",62968053811,"Drop... dropshipping"
"Dialogs_Intro01_2_Grocery_15_NotPopular_8_Mia",62968053812,"Je ne sais pas comment ça s'appelle"
"Dialogs_Intro01_2_Grocery_15_NotPopular_9_Mia",62968053813,"Je pense qu'ils sont juste tous paresseux"
"Dialogs_Intro01_2_Grocery_15_NotPopular_10_Mia",62968053814,"Et à cause de ça"
"Dialogs_Intro01_2_Grocery_15_NotPopular_11_Mia",62968053815,"Mais c'est pas grave"
"Dialogs_Intro01_2_Grocery_15_NotPopular_12_Mia",62968053816,"Je vais juste continuer de scanner les produits"
"Dialogs_Intro01_2_Grocery_15_NotPopular_13_Player",62968053817,"""Peut-être que je devrais prendre le numéro"
"Dialogs_Intro01_2_Grocery_16_OhNo_0_Mia",62968053818,"Oh non"
"Dialogs_Intro01_2_Grocery_17_LetMeFix_0_Mia",62968053819,"Laisse-moi réparer ça vite fait"
"Dialogs_Intro01_2_Grocery_17_LetMeFix_1_Player",62968053820,"""Attends... c'est...?"""
"Dialogs_Intro01_2_Grocery_18_Ehhh_0_Mia",62968053821,"Hein?"
"Dialogs_Intro01_2_Grocery_18_1EhCont_0_Player",62968053822,"""Ouais... je crois que oui"""
"Dialogs_Intro01_2_Grocery_19_SarahIsBack_0_Sarah",62968053823,"Me voilà"
"Dialogs_Intro01_2_Grocery_19_SarahIsBack_1_Sarah",62968053824,"Hm?"
"Dialogs_Intro01_2_Grocery_19_SarahIsBack_2_Sarah",62968053825,"Vous allez bien tous les deux?"
"Dialogs_Intro01_2_Grocery_19_SarahIsBack_3_Sarah",62968053826,"Pourquoi Mia est-elle si rouge?"
"Dialogs_Intro01_2_Grocery_19_SarahIsBack_4_Mia",62968053827,"Je vais bien"
"Dialogs_Intro01_2_Grocery_19_SarahIsBack_5_Mia",62968053828,"Vous voulez payer en espèces ou par carte?"
"Dialogs_Intro01_2_Grocery_19_SarahIsBack_6_Sarah",62968053829,"Qu'est-ce que tu lui as fait?"
"Dialogs_Intro01_2_Grocery_20_Nothing_0_Player",62968053830,"Rien..."
"Dialogs_Intro01_2_Grocery_20_Nothing_1_Sarah",62968053831,"Carte"
"Dialogs_Intro01_2_Grocery_21_Check_0_Mia",62968053832,"Vous avez besoin du ticket de caisse?"
"Dialogs_Intro01_2_Grocery_21_Check_1_Sarah",62968053833,"Non"
"Dialogs_Intro01_2_Grocery_21_Check_2_Sarah",62968053834,"Qu'est-ce que tu attends?"
"Dialogs_Intro01_2_Grocery_21_Check_3_Sarah",62968053835,"Aide la meilleure amie de ta mère à porter le sac jusqu'à la voiture"
"Dialogs_Intro01_2_Grocery_21_Check_4_Mia",62968053836,"La meilleure amie de ta mère..?"
"Dialogs_Intro01_2_Grocery_21_Check_5_Sarah",62968053837,"Ouais, pourquoi?"
"Dialogs_Intro01_2_Grocery_21_Check_6_Mia",62968053838,"Ouf"
"Dialogs_Intro01_2_Grocery_21_Check_7_Mia",62968053839,"C'est rien"
"Dialogs_Intro01_2_Grocery_21_Check_8_Mia",62968053840,"Passez une bonne journée"
"Dialogs_Intro01_2_Grocery_21_Check_9_Sarah",62968053841,"Ok... toi aussi"
"Dialogs_Intro01_2_Grocery_21_Check_10_Sarah",62968053842,"Bizarre..."
"Dialogs_Intro01_2_Grocery_21_Check_11_Sarah",62968053843,"Peu importe..."
"Dialogs_Intro01_2_Grocery_21_Check_12_Sarah",62968053844,"Allons-y"
"Dialogs_Intro01_2_Grocery_22_DriveHome_0_Story_0",62968053845,"Toi et Sarah rentrez à la maison"
"Dialogs_Intro01_3_KitchenLucy_2_WhatDoYouWant_0_Lucy",62968053846,"Qu'est-ce que tu veux?"
"Dialogs_Intro01_3_KitchenLucy_3_RoughNight_0_Player",62968053847,"Pourquoi faut-il que tu sois si impoli"
"Dialogs_Intro01_3_KitchenLucy_3_RoughNight_1_Player",62968053848,"On dirait que tu as passé une nuit assez difficile"
"Dialogs_Intro01_3_KitchenLucy_4_LucyNo_0_Lucy",62968053849,"<shake>NON!</shake>"
"Dialogs_Intro01_3_KitchenLucy_5_Ouch_0_Player",62972248064,"""Aïe!"""
"Dialogs_Intro01_3_KitchenLucy_5_Ouch_1_Player",62972248065,"""C'est pas possible qu'elle vienne de me donner un coup de pied"""
"Dialogs_Intro01_3_KitchenLucy_5_Ouch_2_Benjamin",62972248066,"Hm?"
"Dialogs_Intro01_3_KitchenLucy_5_Ouch_3_Benjamin",62972248067,"Pourquoi tu es si bruyant?"
"Dialogs_Intro01_3_KitchenLucy_5_Ouch_4_Benjamin",62972248068,"Et pourquoi ta dernière nuit a-t-elle été si dure?"
"Dialogs_Intro01_3_KitchenLucy_5_Ouch_5_Benjamin",62972248069,"Je n'écoutais pas"
"Dialogs_Intro01_3_KitchenLucy_6_LucyResponds_0_Lucy",62972248070,"Oh... c'est parce que..."
"Dialogs_Intro01_3_KitchenLucy_7_IllBeWaiting_0_Lucy",62972248071,"J'attendrai dans ma chambre"
"Dialogs_Intro01_3_KitchenLucy_7_LucyResCont_0_Lucy",62972248072,"J'ai beaucoup étudié"
"Dialogs_Intro01_3_KitchenLucy_7_LucyResCont_1_Lucy",62972248073,"Ouais... c'est pour ça"
"Dialogs_Intro01_3_KitchenLucy_7_LucyResCont_2_Benjamin",62972248074,"Ne te surmène pas trop"
"Dialogs_Intro01_3_KitchenLucy_7_LucyResCont_3_Lucy",62972248075,"Bien sûr que non"
"Dialogs_Intro01_3_KitchenLucy_7_LucyResCont_4_Lucy",62972248076,"Au fait"
"Dialogs_Intro01_3_KitchenLucy_7_LucyResCont_5_Lucy",62972248077,"Pourrais-tu m'aider avec une tâche?"
"Dialogs_Intro01_3_KitchenLucy_7_LucyResCont_6_Lucy",62972248078,"Je n'ai pas réussi à la résoudre hier"
"Dialogs_Intro01_4_LucyRoom_1_NotHere_0_Player",62972248079,"""Hm?"""
"Dialogs_Intro01_4_LucyRoom_2_NotHere2_0_Player",62972248080,"""Elle n'est pas là"""
"Dialogs_Intro01_4_LucyRoom_3_WhatThe_0_Player",62972248081,"""Qu'est-ce que...?"""
"Dialogs_Intro01_4_LucyRoom_4_LucySpeaks_0_Lucy",62972248082,"Alors comme ça tu te trouves drôle"
"Dialogs_Intro01_4_LucyRoom_4_LucySpeaks_1_Player",62972248083,"Whoa"
"Dialogs_Intro01_4_LucyRoom_4_LucySpeaks_2_Lucy",62972248084,"C'était quoi ça dans la cuisine?"
"Dialogs_Intro01_4_LucyRoom_4_1WhatDoYouMean_0_Player",62972248085,"""Qu'est-ce que tu veux dire?"""
"Dialogs_Intro01_4_LucyRoom_4_1WhatDoYouMean_1_Lucy",62972248086,"Ne fais pas semblant d'être stupide"
"Dialogs_Intro01_4_LucyRoom_4_1WhatDoYouMean_2_Lucy",62972248087,"Tu sais exactement ce que je veux dire"
"Dialogs_Intro01_4_LucyRoom_4_2ItWasAJoke_0_Player",62972248088,"Calme-toi"
"Dialogs_Intro01_4_LucyRoom_4_2ItWasAJoke_1_Player",62972248089,"Je jouais juste avec toi"
"Dialogs_Intro01_4_LucyRoom_4_2ItWasAJoke_2_Lucy",62972248090,"Donc tu te trouves vraiment drôle"
"Dialogs_Intro01_4_LucyRoom_4_2ItWasAJoke_3_Lucy",62972248091,"Je ne suis pas ton putain de jouet"
"Dialogs_Intro01_4_LucyRoom_4_2ItWasAJoke_4_Lucy",62972248092,"Tu as compris!?"
"Dialogs_Intro01_4_LucyRoom_4_2_1FuckingToy_0_Player",62972248093,"J'aimerais vraiment que tu sois mon ""putain de jouet"", cela dit. Héhé"
"Dialogs_Intro01_4_LucyRoom_4_2_1FuckingToy_1_Lucy",62972248094,"On dirait un pervers"
"Dialogs_Intro01_4_LucyRoom_4_2_1FuckingToy_2_Player",62972248095,"Mais regarde-toi"
"Dialogs_Intro01_4_LucyRoom_4_2_1FuckingToy_3_Lucy",62972248096,"La ferme!"
"Dialogs_Intro01_4_LucyRoom_4_3DontRespond_0_Lucy",62972248097,"Je crois que tu as oublié que je t'ai vu mater mes parents"
"Dialogs_Intro01_4_LucyRoom_4_3DontRespond_1_Lucy",62972248098,"Et je peux aussi plaisanter avec mon père"
"Dialogs_Intro01_4_LucyRoom_4_3DontRespond_2_Lucy",62972248099,"Donc c'est mon dernier avertissement"
"Dialogs_Intro01_4_LucyRoom_5_YouDontHaveAnythingOnMe_0_Player",62972248100,"Tu n'as rien contre moi"
"Dialogs_Intro01_4_LucyRoom_5_YouDontHaveAnythingOnMe_1_Lucy",62972248101,"Toi non plus"
"Dialogs_Intro01_4_LucyRoom_5_YouDontHaveAnythingOnMe_2_Lucy",62972248102,"Mais tu trouves toujours ça drôle de mentionner ça devant mon père"
"Dialogs_Intro01_4_LucyRoom_5_YouDontHaveAnythingOnMe_3_Lucy",62972248103,"Tu sais quoi..."
"Dialogs_Intro01_4_LucyRoom_5_YouDontHaveAnythingOnMe_4_Lucy",62972248104,"Je trouve ça drôle aussi"
"Dialogs_Intro01_4_LucyRoom_5_YouDontHaveAnythingOnMe_5_Lucy",62972248105,"J'ai aussi préparé quelques blagues"
"Dialogs_Intro01_4_LucyRoom_5_YouDontHaveAnythingOnMe_6_Lucy",62972248106,"Je me demande si papa aimerait ça"
"Dialogs_Intro01_4_LucyRoom_5_YouDontHaveAnythingOnMe_7_Lucy",62972248107,"Allons voir"
"Dialogs_Intro01_4_LucyRoom_6_LucyHuh_0_Lucy",62972248108,"Hein?"
"Dialogs_Intro01_4_LucyRoom_7_WhatAreYou_0_Lucy",62972248109,"Qu'est-ce que tu..."
"Dialogs_Intro01_4_LucyRoom_8_Ah_0_Lucy",62972248110,"Ah~"
"Dialogs_Intro01_4_LucyRoom_10_DidSheMoan_0_Player",62972248111,"Ne t'avise pas de dire quoique ce soit à quique ce soit!"
"Dialogs_Intro01_4_LucyRoom_10_DidSheMoan_1_Player",62972248112,"""Est-ce qu'elle vient de gémir?"""
"Dialogs_Intro01_4_LucyRoom_10_DidSheMoan_2_Player",62972248113,"""On dirait qu'elle a aimé ça"""
"Dialogs_Intro01_4_LucyRoom_10_DidSheMoan_3_Lucy",62972248114,"O... Ok..."
"Dialogs_Intro01_4_LucyRoom_14_LucyEnd_0_Lucy",62972248115,"Éloigne-toi de moi"
"Dialogs_Intro01_4_LucyRoom_14_LucyEnd_1_Lucy",62972248116,"Je ne vais rien dire à Papa"
"Dialogs_Intro01_4_LucyRoom_14_LucyEnd_2_Lucy",62972248117,"Mais tu dois la fermer aussi"
"Dialogs_Intro01_4_LucyRoom_14_LucyEnd_3_Lucy",62972248118,"C'était le marché"
"Dialogs_Intro01_4_LucyRoom_14_LucyEnd_4_Lucy",62972248119,"Maintenant, sors!"
"Dialogs_Intro01_4_LucyRoom_15_Afterthought_0_Player",62972248120,"""Merde, c'était trop excitant..."""
"Dialogs_Intro01_4_LucyRoom_15_Afterthought_1_Player",62972248121,"""Et je ne sais pas pourquoi..."""
"Dialogs_Intro01_4_LucyRoom_15_Afterthought_2_Player",62972248122,"""Mais bref"
"Dialogs_Intro01_4_LucyRoom_15_Afterthought_3_Player",62972248123,"""Je suppose que je n'ai pas d'autre choix que de laisser Lucy tranquille... pour l'instant"""
"Dialogs_Intro01_5_MiaHallway_1_MiaMeet_0_Player",62972248124,"""Qu'est-ce qu'elle fait ici?"""
"Dialogs_Intro01_5_MiaHallway_1_MiaMeet_1_Mia",62972248125,"Bonjour..."
"Dialogs_Intro01_5_MiaHallway_2_MiaContinue_0_Player",62972248126,"Qu'est-ce que tu fais ici?"
"Dialogs_Intro01_5_MiaHallway_2_MiaContinue_1_Player",62972248127,"""Je croyais que tu devais travailler aujourd'hui"
"Dialogs_Intro01_5_MiaHallway_2_MiaContinue_2_Mia",62972248128,"Je ne travaille pas là-bas toute la journée"
"Dialogs_Intro01_5_MiaHallway_2_MiaContinue_3_Mia",62972248129,"D'ailleurs"
"Dialogs_Intro01_5_MiaHallway_2_MiaContinue_4_Mia",62972248130,"Il faut bien avoir un peu de temps libre aussi"
"Dialogs_Intro01_5_MiaHallway_2_MiaContinue_5_Player",62972248131,"""Est-ce que c'est d'elle que Lisa parlait à table ce matin?"""
"Dialogs_Intro01_5_MiaHallway_3_LisaOpensDoor_0_Lisa",62972248132,"Ah, c'est toi"
"Dialogs_Intro01_5_MiaHallway_3_LisaOpensDoor_1_Lisa",62972248133,"Entre vite"
"Dialogs_Intro01_5_MiaHallway_3_LisaOpensDoor_2_Lisa",62972248134,"Toi aussi"
"Dialogs_Intro01_5_MiaHallway_3_LisaOpensDoor_3_Mia",62972248135,"Ok..."
"Dialogs_Intro01_5_MiaHallway_4_InRoom_0_Player",62972248136,"Alors, c'est quoi"
"Dialogs_Intro01_5_MiaHallway_4_InRoom_1_Player",62972248137,"Pourquoi voulais-tu que je vienne?"
"Dialogs_Intro01_5_MiaHallway_4_InRoom_2_Lisa",62972248138,"Hein?"
"Dialogs_Intro01_5_MiaHallway_4_InRoom_3_Lisa",62972248139,"Ah"
"Dialogs_Intro01_5_MiaHallway_4_InRoom_4_Lisa",62972248140,"Je pensais juste que tu voudrais jouer avec nous"
"Dialogs_Intro01_5_MiaHallway_4_1PlayWhat_0_Player",62972248141,"Jouer à quoi?"
"Dialogs_Intro01_5_MiaHallway_4_1PlayWhat_1_Lisa",62972248142,"Comment ça ""à quoi""?"
"Dialogs_Intro01_5_MiaHallway_4_1PlayWhat_2_Lisa",62972248143,"Tu ne vois pas ce que Mia tient?"
"Dialogs_Intro01_5_MiaHallway_4_1PlayWhat_3_Lisa",62972248144,"Ah"
"Dialogs_Intro01_5_MiaHallway_4_1PlayWhat_4_Lisa",62972248145,"Mia"
"Dialogs_Intro01_5_MiaHallway_5_1MiaMet_0_Mia",62972248146,"On se connaît déjà"
"Dialogs_Intro01_5_MiaHallway_5_1MiaMet_1_Lisa",62972248147,"Ah oui?"
"Dialogs_Intro01_5_MiaHallway_5_1MiaMet_2_Lisa",62972248148,"Wow"
"Dialogs_Intro01_5_MiaHallway_5_2MiaNotMet_0_Mia",62972248149,"C'est un plaisir de te rencontrer"
"Dialogs_Intro01_5_MiaHallway_5_2MiaNotMet_1_Player",62976442368,"De même"
"Dialogs_Intro01_5_MiaHallway_6_LisaContinue_0_Lisa",62976442369,"Bref"
"Dialogs_Intro01_5_MiaHallway_6_LisaContinue_1_Lisa",62976442370,"C'est D&D"
"Dialogs_Intro01_5_MiaHallway_6_1WhatIsDnD_0_Player",62976442371,"C'est quoi D&D?"
"Dialogs_Intro01_5_MiaHallway_6_1WhatIsDnD_1_Lisa",62976442372,"Quoiii?"
"Dialogs_Intro01_5_MiaHallway_6_1WhatIsDnD_2_Lisa",62976442373,"Tu ne sais pas ce que c'est, D&D?"
"Dialogs_Intro01_5_MiaHallway_6_1WhatIsDnD_3_Player",62976442374,"Eh bien"
"Dialogs_Intro01_5_MiaHallway_6_1WhatIsDnD_4_Lisa",62976442375,"Alors aujourd'hui, c'est le jour où tu y joues"
"Dialogs_Intro01_5_MiaHallway_6_1WhatIsDnD_5_Lisa",62976442376,"À moins que tu ne veuilles pas"
"Dialogs_Intro01_5_MiaHallway_6_2Nerds_0_Player",62976442377,"Donc vous êtes des... nerds?"
"Dialogs_Intro01_5_MiaHallway_6_2Nerds_1_Mia",62976442378,"Hahaha"
"Dialogs_Intro01_5_MiaHallway_6_2Nerds_2_Mia",62976442379,"Pourquoi tu ne m'as pas dit que tu avais un ami si drôle?"
"Dialogs_Intro01_5_MiaHallway_6_2Nerds_3_Lisa",62976442380,"Arrête"
"Dialogs_Intro01_5_MiaHallway_6_2Nerds_4_Lisa",62976442381,"Tu n'es pas obligé de jouer si c'est trop nerd pour toi"
"Dialogs_Intro01_5_MiaHallway_6_2Nerds_5_Player",62976442382,"Non... je vais essayer"
"Dialogs_Intro01_5_MiaHallway_6_2Nerds_6_Lisa",62976442383,"Super"
"Dialogs_Intro01_5_MiaHallway_6_3DnDorks_0_Player",62976442384,"Donjons et Crétins..."
"Dialogs_Intro01_5_MiaHallway_6_3DnDorks_1_Player",62976442385,"""Quel nom stupide"""
"Dialogs_Intro01_5_MiaHallway_6_3DnDorks_2_Player",62976442386,"Ouais"
"Dialogs_Intro01_5_MiaHallway_7_WhySoCrazy_0_Player",62976442387,"Mais pourquoi ce jeu vous rend si dingues?"
"Dialogs_Intro01_5_MiaHallway_7_WhySoCrazy_1_Lisa",62976442388,"Tu ne suis aucune actualité de l'industrie du jeu vidéo"
"Dialogs_Intro01_5_MiaHallway_7_WhySoCrazy_2_Lisa",62976442389,"C'est le premier maître du jeu D&D avec une IA"
"Dialogs_Intro01_5_MiaHallway_7_WhySoCrazy_3_Lisa",62976442390,"Et la première carte digitale"
"Dialogs_Intro01_5_MiaHallway_7_WhySoCrazy_4_Lisa",62976442391,"Qui est en gros toutes les cartes combinées en un seul appareil"
"Dialogs_Intro01_5_MiaHallway_7_WhySoCrazy_5_Lisa",62976442392,"Tout le monde en parle"
"Dialogs_Intro01_5_MiaHallway_7_WhySoCrazy_6_Player",62976442393,"Hm... ok"
"Dialogs_Intro01_5_MiaHallway_7_WhySoCrazy_7_Lisa",62976442394,"Essayons juste"
"Dialogs_Intro01_5_MiaHallway_7_WhySoCrazy_8_Lisa",62976442395,"Mia"
"Dialogs_Intro01_5_MiaHallway_7_WhySoCrazy_9_Lisa",62976442396,"Déballe-le"
"Dialogs_Intro01_5_MiaHallway_9_LisaScreams_0_Lisa",62976442397,"<shake>NON!</shake>"
"Dialogs_Intro01_5_MiaHallway_9_LisaScreams_0_Mia",62976442398,"Wow"
"Dialogs_Intro01_5_MiaHallway_10_LisaAngry_0_Lisa",62976442399,"<shake>MIA!</shake>"
"Dialogs_Intro01_5_MiaHallway_10_LisaAngry_1_Lisa",62976442400,"Ne laisse pas tomber la boîte comme ça"
"Dialogs_Intro01_5_MiaHallway_10_LisaAngry_2_Lisa",62976442401,"Comment tu comptes récupérer l'enceinte sous le lit maintenant?"
"Dialogs_Intro01_5_MiaHallway_10_LisaAngry_3_Lisa",62976442402,"Et si elle est cassée maintenant?"
"Dialogs_Intro01_5_MiaHallway_11_CalmDown_0_Mia",62976442403,"Calme-toi"
"Dialogs_Intro01_5_MiaHallway_12_IllGetIt_0_Mia",62976442404,"Je vais la sortir"
"Dialogs_Intro01_5_MiaHallway_13_AlmostGot_0_Mia",62976442405,"Je... l'ai... presque"
"Dialogs_Intro01_5_MiaHallway_13_AlmostGot_0_Lisa",62976442406,"Oh mon Dieu"
"Dialogs_Intro01_5_MiaHallway_13_AlmostGot_1_Mia",62976442407,"Juste un peu plus..."
"Dialogs_Intro01_5_MiaHallway_13_AlmostGot_1_Player",62976442408,"""Elle s'en fiche complètement"
"Dialogs_Intro01_5_MiaHallway_13_LisaReaction_0_Lisa",62976442409,"Hein?"
"Dialogs_Intro01_5_MiaHallway_14_Stuck_0_Mia",62976442410,"Je l'ai!"
"Dialogs_Intro01_5_MiaHallway_14_Stuck_1_Mia",62976442411,"Oh non... Je crois que je suis coincée"
"Dialogs_Intro01_5_MiaHallway_14_Stuck_2_Lisa",62976442412,"Tu te moques de moi?"
"Dialogs_Intro01_5_MiaHallway_14_Stuck_3_Mia",62976442413,"Je n'arrive pas à sortir"
"Dialogs_Intro01_5_MiaHallway_14_Stuck_4_Mia",62976442414,"Aidez-moi, s'il vous plaît"
"Dialogs_Intro01_5_MiaHallway_14_Stuck_5_Player",62976442415,"""Pas possible que ça arrive dans la vraie vie"""
"Dialogs_Intro01_5_MiaHallway_14_Stuck_6_Player",62976442416,"""Je dois encore être en train de rêver"""
"Dialogs_Intro01_5_MiaHallway_14_Stuck_7_Mia",62976442417,"Tu peux m'aider"
"Dialogs_Intro01_5_MiaHallway_15_StayWhereyouAre_0_Lisa",62976442418,"Reste où tu es"
"Dialogs_Intro01_5_MiaHallway_16_WhatsGoingOn_0_Mia",62976442419,"Qu'est-ce qui se passe?"
"Dialogs_Intro01_5_MiaHallway_17_Ouch_0_Mia",62976442420,"Aïe!"
"Dialogs_Intro01_5_MiaHallway_17_Ouch_1_Lisa",62976442421,"Et voilà"
"Dialogs_Intro01_5_MiaHallway_17_Ouch_2_Mia",62976442422,"Wow"
"Dialogs_Intro01_5_MiaHallway_18_IfNotYou_0_Mia",62976442423,"Sans toi"
"Dialogs_Intro01_5_MiaHallway_19_TooMuchMovies_0_Lisa",62976442424,"Je crois que tu regardes trop de films"
"Dialogs_Intro01_5_MiaHallway_19_TooMuchMovies_1_Mia",62976442425,"Allez"
"Dialogs_Intro01_5_MiaHallway_19_TooMuchMovies_2_Mia",62976442426,"Jouons maintenant"
"Dialogs_Intro01_5_MiaHallway_20_StartPlaying_0_Lisa",62976442427,"Très bien"
"Dialogs_Intro01_5_MiaHallway_20_StartPlaying_1_Lisa",62976442428,"Tout est installé"
"Dialogs_Intro01_5_MiaHallway_20_StartPlaying_2_Lisa",62976442429,"Maintenant, il suffit de l'allumer"
"Dialogs_Intro01_5_MiaHallway_21_LetsTry_0_Lisa",62976442430,"Essayons"
"Dialogs_Intro01_5_MiaHallway_22_Beep_0_dnd",62976442431,"Bip"
"Dialogs_Intro01_5_MiaHallway_23_DoesntWork_0_Lisa",62976442432,"Ça ne marche pas"
"Dialogs_Intro01_5_MiaHallway_23_DoesntWork_1_Lisa",62976442433,"Tu l'as cassé"
"Dialogs_Intro01_5_MiaHallway_23_DoesntWork_2_Mia",62976442434,"Quoi?"
"Dialogs_Intro01_5_MiaHallway_23_DoesntWork_3_Mia",62976442435,"Je n'ai rien fait"
"Dialogs_Intro01_5_MiaHallway_23_DoesntWork_4_Mia",62976442436,"C'était un accident"
"Dialogs_Intro01_5_MiaHallway_24_JustWork_0_Mia",62976442437,"Marche, enfin!"
"Dialogs_Intro01_5_MiaHallway_25_Ouch_0_dnd",62976442438,"Aïe"
"Dialogs_Intro01_5_MiaHallway_25_Ouch_1_Mia",62976442439,"Hein?"
"Dialogs_Intro01_5_MiaHallway_25_Ouch_1_Lisa",62976442440,"Hein?"
"Dialogs_Intro01_5_MiaHallway_25_Ouch_2_dnd",62976442441,"Initialisation du plateau"
"Dialogs_Intro01_5_MiaHallway_25_Ouch_3_dnd",62976442442,"Veuillez patienter"
"Dialogs_Intro01_5_MiaHallway_25_Ouch_4_Mia",62976442443,"Tu vois?"
"Dialogs_Intro01_5_MiaHallway_25_Ouch_5_Mia",62976442444,"Je t'avais dit que je ne l'avais pas cassé"
"Dialogs_Intro01_5_MiaHallway_25_Ouch_6_Lisa",62976442445,"Ouais, c'est ça"
"Dialogs_Intro01_5_MiaHallway_25_Ouch_7_dnd",62976442446,"Initialisation terminée"
"Dialogs_Intro01_5_MiaHallway_25_Ouch_8_dnd",62976442447,"Veuillez installer et sélectionner une histoire à jouer"
"Dialogs_Intro01_5_MiaHallway_25_Ouch_9_Lisa",62976442448,"Hm?"
"Dialogs_Intro01_5_MiaHallway_25_Ouch_10_Lisa",62976442449,"Qu'est-ce que ça veut dire?"
"Dialogs_Intro01_5_MiaHallway_25_Ouch_11_Mia",62976442450,"Je ne sais pas"
"Dialogs_Intro01_5_MiaHallway_25_Ouch_12_dnd",62976442451,"Tu dois d'abord installer l'histoire à laquelle tu veux jouer"
"Dialogs_Intro01_5_MiaHallway_25_Ouch_13_dnd",62976442452,"Qu'est-ce qui est si difficile à comprendre?"
"Dialogs_Intro01_5_MiaHallway_25_Ouch_14_Lisa",62976442453,"Tu as installé quelque chose?"
"Dialogs_Intro01_5_MiaHallway_25_Ouch_15_Mia",62976442454,"Non..."
"Dialogs_Intro01_5_MiaHallway_25_Ouch_16_Mia",62976442455,"Je n'ai même pas ouvert le jeu à la maison"
