Key,Id,English(en)
"Dialogs_Intro_15_Food_4_Lucy",62930305079,"Hahahha, I'm just playing with you"
"Dialogs_Intro_15_Food_4_Lisa",62930305080,".  .  ."
"Dialogs_Intro_15_Food_5_Benjamin",62930305081,"That's enough, girls"
"Dialogs_Intro_15_Food_6_Benjamin",62930305082,"Tell us, @{player}, how's your life going?"
"Dialogs_Intro_15_Food_7_Benjamin",62930305083,"Got a girlfriend yet?"
"Dialogs_Intro_15_Food_8_Sarah",62930305084,"Benjamin, is this really the first thing you want to know?"
"Dialogs_Intro_15_Food_9_Benjamin",62930305085,"Yeah, what's wrong with that?"
"Dialogs_Intro_15_Food_10_Lucy",62930305086,"Yeah, Mom. What's wrong with that question?"
"Dialogs_Intro_15_Food_11_Lucy",62930305087,"I bet Lisa is dying to hear the answer too"
"Dialogs_Intro_15_Food_12_Lisa",62930305088,"What? Why me?"
"Dialogs_Intro_15_Food_13_Benjamin",62930305089,"You're not gay, aren't you?"
"Dialogs_Intro_15_1JustNo_0_Player",62930305090,"No..."
"Dialogs_Intro_15_1JustNo_1_Benjamin",62930305091,"Good..."
"Dialogs_Intro_15_1JustNo_2_Benjamin",62930305092,"Then there's nothing wrong with that question"
"Dialogs_Intro_15_1JustNo_3_Benjamin",62930305093,"So do you have one?"
"Dialogs_Intro_15_1_1NoAnswer_0_Player",62930305094,".  .  ."
"Dialogs_Intro_15_1_1NoAnswer_1_Benjamin",62930305095,"Well, if you don't want to talk about it, then let's not talk about it..."
"Dialogs_Intro_15_1_2No_0_Player",62930305096,"No"
"Dialogs_Intro_15_1_2No_1_Benjamin",62930305097,"It's a shame"
"Dialogs_Intro_15_1_2No_2_Benjamin",62930305098,"Make sure you'll get yourself one soon"
"Dialogs_Intro_15_1_2No_3_Benjamin",62930305099,"At your age I was almost married..."
"Dialogs_Intro_15_1_2No_4_Sarah",62930305100,"Yeah, you were a real macho back then"
"Dialogs_Intro_15_1_2No_5_Lucy",62930305101,"Hahaha"
"Dialogs_Intro_15_1_2No_5_Lisa",62930305102,"Hahaha"
"Dialogs_Intro_15_2Polite_0_Player",62930305103,"I don't think, that I want to discuss it with you, Benjamin"
"Dialogs_Intro_15_2Polite_1_Benjamin",62930305104,"So it's a 'yes' then?"
"Dialogs_Intro_15_2Polite_2_Player",62930305105,"It is not"
"Dialogs_Intro_15_2Polite_3_Benjamin",62930305106,"Ok, I do not wish to make you uncomfortable, @{player}"
"Dialogs_Intro_15_2Polite_4_Benjamin",62930305107,"You're a guest here after all"
"Dialogs_Intro_15_2Polite_5_Benjamin",62930305108,"Forgive me my manners"
"Dialogs_Intro_15_2Polite_6_Sarah",62930305109,"Thank god, Benjamin"
"Dialogs_Intro_15_3Harshly_0_Player",62930305110,"it's none of your business!"
"Dialogs_Intro_15_3Harshly_1_Benjamin",62930305111,"Wow, young man!"
"Dialogs_Intro_15_3Harshly_2_Benjamin",62930305112,"No need to be rude here"
"Dialogs_Intro_15_3Harshly_3_Benjamin",62930305113,"You're in my home after all"
"Dialogs_Intro_15_3Harshly_4_Sarah",62930305114,"Leave him be, Benjamin"
"Dialogs_Intro_15_3Harshly_5_Sarah",62930305115,"He just responded rudely to your rude question"
"Dialogs_Intro_15_3Harshly_6_Benjamin",62930305116,". . ."
"Dialogs_Intro_15_3Harshly_7_Sarah",62930305117,"Let's continue without any negativity"
"Dialogs_Intro_15_5Continue_0_Sarah",62930305118,"Tell us something about you..."
"Dialogs_Intro_15_5Continue_1_Sarah",62930305119,"We haven't seen you for ages"
"Dialogs_Intro_15_5Continue_2_Sarah",62930305120,"And we don't know anything about your life..."
"Dialogs_Intro_15_5_1Guitar_0_Player",62930305121,"I like playing guitar"
"Dialogs_Intro_15_5_1Guitar_1_Sarah",62930305122,"Oh, so you're a musician"
"Dialogs_Intro_15_5_1Guitar_2_Sarah",62930305123,"That's cool"
"Dialogs_Intro_15_5_1Guitar_3_Player",62930305124,"Not really..."
"Dialogs_Intro_15_5_1Guitar_4_Player",62930305125,"I don't really know much about music..."
"Dialogs_Intro_15_5_1Guitar_5_Player",62930305126,"I just like playing guitar, that's all"
"Dialogs_Intro_15_5_1Guitar_6_Sarah",62930305127,"Ah, so you're a self-taught guitarist?"
"Dialogs_Intro_15_5_1Guitar_7_Player",62930305128,"Yes"
"Dialogs_Intro_15_5_1Guitar_8_Sarah",62930305129,"That's really impressive"
"Dialogs_Intro_15_5_1Guitar_9_Sarah",62930305130,"I would like to hear you play"
"Dialogs_Intro_15_5_1Guitar_10_Sarah",62934499328,"But judging by the small bag you had with you..."
"Dialogs_Intro_15_5_1Guitar_11_Sarah",62934499329,"I guess you don't have your guitar with you"
"Dialogs_Intro_15_5_1Guitar_12_Player",62934499330,"No"
"Dialogs_Intro_15_5_1Guitar_13_Sarah",62934499331,"Well... maybe we'll find a guitar here in a town"
"Dialogs_Intro_15_5_1Guitar_14_Sarah",62934499332,"You can talk to Lisa later"
"Dialogs_Intro_15_5_1Guitar_15_Sarah",62934499333,"She's the musician in our family"
"Dialogs_Intro_15_5_1Guitar_16_Sarah",62934499334,"Maybe you could borrow one from her friends"
"Dialogs_Intro_15_5_1Guitar_17_Player",62934499335,"Ok..."
"Dialogs_Intro_15_5_2Study_0_Player",62934499336,"I studied Computer Science at the local university"
"Dialogs_Intro_15_5_2Study_1_Player",62934499337,"Had to take a break though... after the recent events"
"Dialogs_Intro_15_5_2Study_2_Sarah",62934499338,"Oh..."
"Dialogs_Intro_15_5_2Study_3_Sarah",62934499339,"Emma told about your father"
"Dialogs_Intro_15_5_2Study_4_Sarah",62934499340,"We're sorry"
"Dialogs_Intro_15_5_2Study_5_Player",62934499341,"It's alright..."
"Dialogs_Intro_15_5_2Study_6_Sarah",62934499342,"Did you take an academic break?"
"Dialogs_Intro_15_5_2Study_7_Player",62934499343,"No..."
"Dialogs_Intro_15_5_2Study_8_Player",62934499344,"I just left the university"
"Dialogs_Intro_15_5_2Study_9_Sarah",62934499345,"Why not an academic break instead?"
"Dialogs_Intro_15_5_2Study_10_Player",62934499346,"I had enough of that uni"
"Dialogs_Intro_15_5_2Study_11_Player",62934499347,"I didn't have fun at all and fathers death..."
"Dialogs_Intro_15_5_2Study_12_Player",62934499348,"... well, that doesn't matter now..."
"Dialogs_Intro_15_5_2Study_13_Player",62934499349,"It was a mistake and I admit it"
"Dialogs_Intro_15_5_2Study_14_Sarah",62934499350,"Wait... Emma told me that you plan to attend our university in town"
"Dialogs_Intro_15_5_2Study_15_Sarah",62934499351,"Is that so?"
"Dialogs_Intro_15_5_2Study_16_Player",62934499352,"I don't know yet... It's what mom wants... "
"Dialogs_Intro_15_5_2Study_17_Player",62934499353,"But I'm not sure if it's what I need..."
"Dialogs_Intro_15_5_2Study_18_Sarah",62934499354,"I guess you'll have to find that out by yourself..."
"Dialogs_Intro_15_5_2Study_19_Player",62934499355,"I guess I do..."
"Dialogs_Intro_15_5_3Gym_0_Player",62934499356,"Is there a gym nearby?"
"Dialogs_Intro_15_5_3Gym_1_Sarah",62934499357,"So you like lifting some iron, huh?"
"Dialogs_Intro_15_5_3Gym_2_Sarah",62934499358,"I guess your body speaks for itself, haha"
"Dialogs_Intro_15_5_3Gym_3_Lucy",62934499359,"Of course there is a gym in our town"
"Dialogs_Intro_15_5_3Gym_4_Lucy",62934499360,"You can talk to me later about that..."
"Dialogs_Intro_15_5_3Gym_5_Lucy",62934499361,"Maybe we could even work out together if you can handle the load"
"Dialogs_Intro_15_6ContChat_0_Sarah",62934499362,"Alright..."
"Dialogs_Intro_15_6ContChat_1_Lucy",62934499363,"Hey by the way, dad..."
"Dialogs_Intro_15_6ContChat_2_Lucy",62934499364,"There's a party today at the university..."
"Dialogs_Intro_15_6ContChat_3_Benjamin",62934499365,"Is it organized by the university itself?"
"Dialogs_Intro_15_6ContChat_4_Lucy",62934499366,"No, but..."
"Dialogs_Intro_15_6ContChat_5_Benjamin",62934499367,"Then you're not going anywhere"
"Dialogs_Intro_15_6ContChat_6_Benjamin",62934499368,"Instead of partying, you’d better study for the next exam"
"Dialogs_Intro_15_6ContChat_7_Lucy",62934499369,"But..."
"Dialogs_Intro_15_6ContChat_8_Lucy",62934499370,"But I'm already old enough to decide for myself!"
"Dialogs_Intro_15_6ContChat_8_Lisa",62934499371,"Sis..."
"Dialogs_Intro_15_6ContChat_9_Benjamin",62934499372,"As long as you're living under my roof, I'll be deciding what you will and will not do!"
"Dialogs_Intro_15_6ContChat_10_Lucy",62934499373,"You're so... <shake>Ugh!</shake>"
"Dialogs_Intro_16LucyGoesAway_0_Lucy",62934499374,"I'll still go, no matter what you say"
"Dialogs_Intro_16LucyGoesAway_1_Benjamin",62934499375,"If you go, there will be consequences!"
"Dialogs_Intro_16LucyGoesAway_2_Lucy",62934499376,"I don't care"
"Dialogs_Intro_16LucyGoesAway_3_Sarah",62934499377,"Where are you going, Lucy? You haven't touched your food"
"Dialogs_Intro_16LucyGoesAway_4_Lucy",62934499378,"I'm not hungry!"
"Dialogs_Intro_16LucyGoesAway_5_Benjamin",62934499379,"Watch your tone when speaking to your mom, young lady!"
"Dialogs_Intro_16_1ContinueAfterLucyLeave_0_Player",62934499380,"""Damn, she has some nerve"""
"Dialogs_Intro_16_1ContinueAfterLucyLeave_1_Sarah",62934499381,"She is right... we shouldn't be so strict with her"
"Dialogs_Intro_16_1ContinueAfterLucyLeave_2_Benjamin",62934499382,"No, she should learn some respect when talking to her parents"
"Dialogs_Intro_16_1ContinueAfterLucyLeave_3_Benjamin",62934499383,"She should be happy I didn't ground her for the way she spoke to me"
"Dialogs_Intro_16_1ContinueAfterLucyLeave_4_Sarah",62934499384,"I don't know, she's 23 after all..."
"Dialogs_Intro_16_1ContinueAfterLucyLeave_5_Benjamin",62934499385,"This does not matter..."
"Dialogs_Intro_16_1ContinueAfterLucyLeave_6_Player",62934499386,"""Didn't know that Benjamin was so controlling"""
"Dialogs_Intro_16_1ContinueAfterLucyLeave_7_Lisa",62934499387,"I guess I'll go talk to her"
"Dialogs_Intro_16_1ContinueAfterLucyLeave_8_Sarah",62934499388,"But you didn't touch your food either"
"Dialogs_Intro_16_1ContinueAfterLucyLeave_9_Lisa",62934499389,"I actually had some food earlier. I'm not hungry"
"Dialogs_Intro_16_1ContinueAfterLucyLeave_10_Sarah",62934499390,"Ok then..."
"Dialogs_Intro_16_2LisaLeaves_0_Sarah",62934499391,"Sorry about what happened"
"Dialogs_Intro_16_2LisaLeaves_1_Sarah",62934499392,"You shouldn't have seen it"
"Dialogs_Intro_16_2LisaLeaves_2_Player",62934499393,"It's fine. It's your home so don't mind me."
"Dialogs_Intro_16_2LisaLeaves_3_Sarah",62934499394,"Let's eat now then"
"Dialogs_Intro_16_2LisaLeaves_4_Benjamin",62934499395,"Bon app?tit!"
"Dialogs_Intro_16_2LisaLeaves_4_Player",62934499396,"Bon app?tit!"
"Dialogs_Intro_16_3AfterEat_0_Player",62934499397,"The food was amazing."
"Dialogs_Intro_16_3AfterEat_1_Benjamin",62934499398,"I agree with @{player}, darling"
"Dialogs_Intro_16_3AfterEat_2_Benjamin",62934499399,"The food was delicious, as always"
"Dialogs_Intro_16_3AfterEat_3_Sarah",62934499400,"Thank you guys"
"Dialogs_Intro_16_3AfterEat_4_Sarah",62934499401,"I'll take the plates"
"Dialogs_Intro_16_3AfterEat_5_Player",62934499402,"""Maybe I should suggest my help with that"""
"Dialogs_Intro_16_4LetMeHelp_0_Player",62934499403,"Let me help you with the plates"
"Dialogs_Intro_16_4LetMeHelp_1_Sarah",62934499404,"Oh, that's very nice of you"
"Dialogs_Intro_16_4LetMeHelp_2_Sarah",62934499405,"But I got this, thank you"
"Dialogs_Intro_16_4LetMeHelp_3_Sarah",62934499406,"You must be really tired of the long road you had before"
"Dialogs_Intro_16_4LetMeHelp_4_Player",62934499407,"I am not. Let me at least help you with cleaning the dishes."
"Dialogs_Intro_16_4LetMeHelp_5_Sarah",62934499408,"If you want to help me that badly, then okay"
"Dialogs_Intro_16_4LetMeHelp_6_Sarah",62934499409,"Just let me get those plates to the sink"
"Dialogs_Intro_16_4LetMeHelp_7_Sarah",62934499410,"I'll be waiting for you there"
"Dialogs_Intro_17_HelpSarah_0_Sarah",62934499411,"Thank you for agreeing to help me"
"Dialogs_Intro_17_HelpSarah_1_Sarah",62934499412,"Here's the sink with plates"
"Dialogs_Intro_17_HelpSarah_2_Sarah",62934499413,"I guess I don't need to show you what to do"
"Dialogs_Intro_17_HelpSarah_3_Player",62934499414,"Yeah, I got this."
"Dialogs_Intro_17_HelpSarah_4_Sarah",62934499415,"Good"
"Dialogs_Intro_17_HelpSarah_5_Sarah",62934499416,"Then I'll be on my way"
"Dialogs_Intro_17_HelpSarah_6_Sarah",62934499417,"I still need to find some bed sheets for you"
"Dialogs_Intro_17_HelpSarah_7_Sarah",62934499418,"Forgot to do that earlier"
"Dialogs_Intro_17_HelpSarah_8_Sarah",62934499419,"Have fun"
"Dialogs_Intro_17_HelpSarah_9_Player",62934499420,"Thank you"
"Dialogs_Intro_18_AfterWashing_0_Player",62934499421,"""I’m done here"""
"Dialogs_Intro_18_AfterWashing_1_Player",62934499422,"""Let’s go check out my new room. Sarah must’ve found the bed sheets by now"""
"Dialogs_Intro_19_LookAtSarah_0_Player",62934499423,"""Wow... look at this"""
"Dialogs_Intro_19_LookAtSarah_1_Player",62934499424,"""Despite her age, she has maintained her shape really well"""
"Dialogs_Intro_19_LookAtSarah_2_Player",62934499425,"""Maybe I can take a closer look"""
"Dialogs_Intro_20_SarahSeesYou_0_Sarah",62934499426,"Hm?"
"Dialogs_Intro_20_SarahSeesYou_1_Sarah",62934499427,"Ah, it's you @{player}"
"Dialogs_Intro_21_SarahContinues_0_Sarah",62934499428,"Trying to scare me?"
"Dialogs_Intro_21_SarahContinues_1_Player",62934499429,"""Mission failed"""
"Dialogs_Intro_21_SarahContinues_2_Sarah",62934499430,"You’ve got sneaky feet"
"Dialogs_Intro_21_SarahContinues_3_Sarah",62934499431,"Didn't hear you coming"
"Dialogs_Intro_21_SarahContinues_4_Player",62934499432,"I'm sorry. I didn't mean to scare you."
"Dialogs_Intro_21_SarahContinues_5_Sarah",62934499433,"No problem"
"Dialogs_Intro_21_SarahContinues_6_Sarah",62934499434,"Just keep in mind that I am a scaredy-cat"
"Dialogs_Intro_21_SarahContinues_7_Sarah",62934499435,"So don’t sneak up on me unless you want my heart to jump out of my chest"
"Dialogs_Intro_21_SarahContinues_8_Player",62934499436,"I'll keep it in mind next time"
"Dialogs_Intro_21_SarahContinues_9_Sarah",62934499437,"Thank you"
"Dialogs_Intro_21_SarahContinues_10_Sarah",62934499438,"So, here are the bed sheets"
"Dialogs_Intro_21_SarahContinues_11_Sarah",62934499439,"I should have thought of them earlier"
"Dialogs_Intro_21_SarahContinues_12_Sarah",62934499440,"But I guess it just slipped out of my mind while I was cleaning up the dust in this room"
"Dialogs_Intro_21_SarahContinues_13_Player",62934499441,"It's alright, I wasn’t that tired anyway"
"Dialogs_Intro_21_SarahContinues_14_Sarah",62934499442,"Well... now you can have some proper rest"
"Dialogs_Intro_21_SarahContinues_15_Sarah",62934499443,"I have to do some laundry..."
"Dialogs_Intro_21_SarahContinues_16_Sarah",62934499444,"If you'll need anything, you can find me somewhere around the house"
"Dialogs_Intro_21_SarahContinues_17_Sarah",62938693632,"Enjoy your new room"
"Dialogs_Intro_22_Resting_0_Story_0",62938693633,"While resting on the bed, you close your eyes for a little"
"Dialogs_Intro_22_Resting_1_Story_0",62938693634,"But some discomfort prevents you from fully enjoying your rest"
"Dialogs_Intro_22_Resting_2_Story_0",62938693635,"A natural urge forces you to open your eyes and go to the restroom"
"Dialogs_Intro_22_Resting_3_Story_0",62938693636,"You finally make it to the bathroom. A few quick moves with your pants, and you’re already relieving yourself"
"Dialogs_Intro_22_Resting_4_Story_0",62938693637,"But somehow, the desired feeling of relief is not coming to your body..."
"Dialogs_Intro_22_Resting_5_Story_0",62938693638,"And you also notice that it's taking longer than usual"
"Dialogs_Intro_22_Resting_6_Story_0",62938693639,"After standing in front of the toilet for about a minute now, you feel that the urge to urinate hasn't disappeared..."
"Dialogs_Intro_22_Resting_7_Story_0",62938693640,"It even got worse"
"Dialogs_Intro_22_Resting_8_Player",62938693641,"""Something is off here..."""
"Dialogs_Intro_22_Resting_9_Player",62938693642,"""Wait..."""
"Dialogs_Intro_23_PlayerWakeUp_0_Player",62938693643,"Sigh..."
"Dialogs_Intro_23_PlayerWakeUp_1_Player",62938693644,"Thank god my pants are dry."
"Dialogs_Intro_23_PlayerWakeUp_2_Player",62938693645,"What a realistic dream it was."
"Dialogs_Intro_23_PlayerWakeUp_3_Player",62938693646,"How fortunate that my """"soldier"""" did not believe the dream and fought to the end..."
"Dialogs_Intro_23_PlayerWakeUp_4_Player",62938693647,"Not letting a single drop through... I'm proud of you T-T"
"Dialogs_Intro_23_PlayerWakeUp_5_Player",62938693648,"Let's get to the bathroom now."
"Dialogs_Intro_23_1PlayerGetUp_0_Player",62938693649,"""Alright... now let's got to the bathroom"""
"Dialogs_Intro_23_1PlayerGetUp_1_Player",62938693650,"""If I remember correctly, it should be the room where Benjamin came out from when we met today"""
"Dialogs_Intro_23_2SarahsDoorSeen_0_Player",62938693651,"""Hm?"""
"Dialogs_Intro_23_2SarahsDoorSeen_1_Player",62938693652,"""Sarah's door is slightly opened"""
"Dialogs_Intro_23_2SarahsDoorSeen_2_Player",62938693653,"""Let's go check on her"""
"Dialogs_Intro_24_1LucyCatches_0_Lucy",62938693654,"Enjoying the show, perv?"
"Dialogs_Intro_24_1LucyCatches_1_Player",62938693655,"Hey, Lucy"
"Dialogs_Intro_24_1LucyCatches_2_Player",62938693656,"It is not what it seems to be..."
"Dialogs_Intro_24_1LucyCatches_3_Lucy",62938693657,"Yeah? Wanna tell me you were on the way to the toilet..."
"Dialogs_Intro_24_1LucyCatches_4_Lucy",62938693658,"And got lost?"
"Dialogs_Intro_24_1LucyCatches_5_Player",62938693659,"Well actually..."
"Dialogs_Intro_24_1LucyCatches_6_Lucy",62938693660,"Shut up, you idiot!"
"Dialogs_Intro_24_1LucyCatches_7_Lucy",62938693661,"You don't want them to hear us, do you?"
"Dialogs_Intro_24_1LucyCatches_8_Lucy",62938693662,"Go to my room, now"
"Dialogs_Intro_24_1LucyCatches_9_Player",62938693663,"""I just don't know how I'm going to untangle this mess I've gotten myself into"""
"Dialogs_Intro_24_SarahRoom_0_Player",62938693664,"""Holly..."""
"Dialogs_Intro_24_SarahRoom_1_Player",62938693665,"""I believe I chose the wrong time to check on them..."""
"Dialogs_Intro_24_SarahRoom_2_Player",62938693666,"""But I definitely don't regret it..."""
"Dialogs_Intro_24_SarahRoom_3_Sarah",62938693667,"Honey..."
"Dialogs_Intro_24_SarahRoom_4_Benjamin",62938693668,"Hm?"
"Dialogs_Intro_24_SarahRoom_5_Sarah",62938693669,"Look at me, honey"
"Dialogs_Intro_24_SarahRoom_6_Benjamin",62938693670,"Sarah, you know that I'm tired... let me sleep"
"Dialogs_Intro_24_SarahRoom_7_Benjamin",62938693671,"I had a rough week"
"Dialogs_Intro_24_SarahRoom_8_Sarah",62938693672,"Yeah, I know"
"Dialogs_Intro_24_SarahRoom_9_Sarah",62938693673,"I want you to relax a little"
"Dialogs_Intro_24_SarahRoom_10_Sarah",62938693674,"Open your eyes, darling"
"Dialogs_Intro_24_SarahRoom_11_Benjamin",62938693675,"Cut it off, Sarah"
"Dialogs_Intro_24_SarahRoom_12_Benjamin",62938693676,"I am tired"
"Dialogs_Intro_24_SarahRoom_13_Sarah",62938693677,"But..."
"Dialogs_Intro_24_SarahRoom_14_Player",62938693678,"""Is he crazy, denying a woman with a body like that"""
"Dialogs_Intro_24_SarahRoom_15_Lucy",62938693679,"ahem"
"Dialogs_Intro_24_SarahRoom_16_Player",62938693680,"""Shit..."""
"Dialogs_Intro_25_LucyRoom_0_Player",62938693681,"Hey, look..."
"Dialogs_Intro_25_LucyRoom_1_Lucy",62938693682,"<shake>Shut up!</shake>"
"Dialogs_Intro_25_LucyRoom_2_Lucy",62938693683,"Look at you, you little perv"
"Dialogs_Intro_25_LucyRoom_3_Lucy",62938693684,"You're not even trying to hide your boner"
"Dialogs_Intro_25_LucyRoom_4_Lucy",62938693685,"Don't even want to hear your pathetic excuses"
"Dialogs_Intro_25_LucyRoom_5_Lucy",62938693686,"You are in big trouble now..."
"Dialogs_Intro_25_LucyRoom_6_Lucy",62938693687,"But you're lucky it was me who caught you"
"Dialogs_Intro_25_LucyRoom_7_Player",62938693688,"What do you mean? You wont tell Sarah about this?"
"Dialogs_Intro_25_LucyRoom_8_Lucy",62938693689,"I might not... "
"Dialogs_Intro_25_LucyRoom_9_Lucy",62938693690,"But my silence has a price"
"Dialogs_Intro_25_LucyRoom_10_Player",62938693691,"""Of course..."""
"Dialogs_Intro_25_LucyRoom_11_Player",62938693692,"And what price will your silence come at, Lucy?"
"Dialogs_Intro_25_LucyRoom_12_Lucy",62938693693,"Well... let me think"
"Dialogs_Intro_25_LucyRoom_13_Lucy",62938693694,"Ah... got an idea!"
"Dialogs_Intro_25_LucyRoom_14_Lucy",62938693695,"Money could keep my mouth shut"
"Dialogs_Intro_25_LucyRoom_15_Player",62938693696,"Are you serious? "
"Dialogs_Intro_25_LucyRoom_16_Lucy",62938693697,"200... now"
"Dialogs_Intro_25_LucyRoom_17_Player",62938693698,"<shake>How much!?</shake> Why would I have that much cash on me on my way to the toilet?"
"Dialogs_Intro_25_LucyRoom_18_Lucy",62938693699,"You mean on your way to perv on my mom"
"Dialogs_Intro_25_LucyRoom_19_Lucy",62938693700,"Fine..."
"Dialogs_Intro_25_LucyRoom_20_Lucy",62938693701,"I'll give you a few minutes to go to your room and get the cash"
"Dialogs_Intro_25_LucyRoom_21_Lucy",62938693702,"But be quick, I don't have too much time"
"Dialogs_Intro_25_LucyRoom_22_Player",62938693703,"You're kidding me, right?"
"Dialogs_Intro_25_LucyRoom_23_Player",62938693704,"That's a lot of money, what would you even do with it?"
"Dialogs_Intro_25_LucyRoom_24_Lucy",62938693705,"It’s none of your business, dude"
"Dialogs_Intro_25_LucyRoom_25_Lucy",62938693706,"I mean, like, you don’t even have a choice. Why would it matter then..."
"Dialogs_Intro_25_LucyRoom_26_Lucy",62938693707,"Unless you want Mom and Dad to find out about today's accident"
"Dialogs_Intro_25_LucyRoom_27_Player",62938693708,"""Well, I guess I really don't have a choice here"""
"Dialogs_Intro_25_LucyRoom_28_Player",62938693709,"""The problem is, I don’t have that much money"""
"Dialogs_Intro_25_LucyRoom_29_Player",62938693710,"""But I don't really want her to know that I'm broke"""
"Dialogs_Intro_25_LucyRoom_30_Lucy",62938693711,"So?"
"Dialogs_Intro_25_LucyRoom_31_Player",62938693712,"""But wait a second... Why is she dressed like that in the middle of the night?"""
"Dialogs_Intro_25_LucyRoom_32_Lucy",62938693713,"Are you deaf!?"
"Dialogs_Intro_25_LucyRoom_33_Player",62938693714,"""She definitely dressed for the party she mentioned earlier"""
"Dialogs_Intro_25_LucyRoom_34_Lucy",62938693715,"You better not ignore me!"
"Dialogs_Intro_25_LucyRoom_35_Player",62938693716,"You know what... I am not going to pay you shit"
"Dialogs_Intro_25_LucyRoom_36_Player",62938693717,"""She definitely didn’t see that answer coming"""
"Dialogs_Intro_25_LucyRoom_36_Lucy",62938693718,".   .   ."
"Dialogs_Intro_25_LucyRoom_37_Lucy",62938693719,"Then I wish you good luck explaining to my father what you were doing by the bedroom door at night"
"Dialogs_Intro_25_LucyRoom_38_Player",62938693720,"You can tell him whatever you want"
"Dialogs_Intro_25_LucyRoom_39_Lucy",62938693721,"What?..."
"Dialogs_Intro_25_LucyRoom_40_Player",62938693722,"You heard it correctly"
"Dialogs_Intro_25_LucyRoom_41_Player",62938693723,"Go on and tell him..."
"Dialogs_Intro_25_LucyRoom_42_Player",62938693724,"If you want your father to know that you're sneaking out at night to the party he told you not to go to..."
"Dialogs_Intro_25_LucyRoom_43_Lucy",62938693725,"What?"
"Dialogs_Intro_25_LucyRoom_44_Player",62938693726,"You think I'm stupid, do you?"
"Dialogs_Intro_25_LucyRoom_45_Player",62938693727,"Why else would you be dressed like this now?"
"Dialogs_Intro_25_LucyRoom_46_Lucy",62938693728,"No... that's..."
"Dialogs_Intro_25_LucyRoom_47_Player",62938693729,"Save it Lucy... I know what you are up to"
"Dialogs_Intro_25_LucyRoom_48_Player",62938693730,"There’s no need to try to come up with an explanation"
"Dialogs_Intro_25_LucyRoom_49_Lucy",62938693731,"Fine, we're even then... "
"Dialogs_Intro_25_LucyRoom_50_Lucy",62938693732,"This time you are lucky"
"Dialogs_Intro_25_LucyRoom_51_Player",62938693733,"Well, I don't think we're even. You disturbed my peace and held me up from going to the toilet"
"Dialogs_Intro_25_LucyRoom_52_Player",62938693734,"I think you'll need to apologize for that"
"Dialogs_Intro_25_LucyRoom_53_Lucy",62938693735,"Dude, are you serious right now?"
"Dialogs_Intro_25_LucyRoom_54_Lucy",62938693736,"You held things up by creeping on my parents"
"Dialogs_Intro_25_LucyRoom_55_Lucy",62938693737,"I am not gonna apologize for that"
"Dialogs_Intro_25_LucyRoom_56_Player",62938693738,"I guess I'll go and talk to Benjamin then..."
"Dialogs_Intro_25_LucyRoom_57_Lucy",62938693739,"<shake>NO!!!</shake>"
"Dialogs_Intro_25_LucyRoom_58_Lucy",62938693740,"Just don't tell him, ok?"
"Dialogs_Intro_25_LucyRoom_59_Player",62938693741,"My silence comes with a price hehehe"
"Dialogs_Intro_25_LucyRoom_60_Lucy",62938693742,"Yeah, and the price is my silence about today!"
"Dialogs_Intro_25_LucyRoom_61_Lucy",62938693743,"Now get out of my room!"
"Dialogs_Intro_25_LucyRoom_62_Player",62938693744,"I don't know what you're talking about 	"")"""
"Dialogs_Intro_25_LucyRoom_63_Lucy",62938693745,"You son of a..."
"Dialogs_Intro_25_LucyRoom_64_Lucy",62938693746,"No way I’m missing this party today!"
"Dialogs_Intro_25_LucyRoom_65_Lucy",62938693747,"So I can not let you tell my father about it"
"Dialogs_Intro_25_LucyRoom_66_Player",62938693748,"As I said... silence for a price"
"Dialogs_Intro_25_LucyRoom_67_Lucy",62938693749,"And what do you want?"
"Dialogs_Intro_25_LucyRoom_68_Player",62938693750,"How about... getting on your knees first?"
"Dialogs_Intro_25_LucyRoom_69_Lucy",62938693751,".   .   ."
"Dialogs_Intro_25_LucyRoom_70_Lucy",62938693752,"HAHAHAHAHA"
"Dialogs_Intro_25_LucyRoom_71_Lucy",62938693753,"You are kidding me, right?"
"Dialogs_Intro_25_LucyRoom_72_Lucy",62938693754,"First perving on my Mom, and now you want me to do some perverted shit for you?"
"Dialogs_Intro_25_LucyRoom_73_Lucy",62938693755,"Not going to happen!"
"Dialogs_Intro_25_LucyRoom_74_Player",62938693756,"Alright, I guess I have to go now. Got to have a chat with Benjamin before he falls asleep."
"Dialogs_Intro_25_1LucyWait_0_Lucy",62938693757,"<shake>Wait!</shake>"
"Dialogs_Intro_26_LucyBeforeKneel_0_Player",62942887936,"What did you say?"
"Dialogs_Intro_26_LucyBeforeKneel_1_Lucy",62942887937,"I'll do it"
"Dialogs_Intro_26_LucyBeforeKneel_2_Lucy",62942887938,"Just don't do any weird stuff, ok?"
"Dialogs_Intro_26_LucyBeforeKneel_3_Player",62942887939,"We'll see..."
"Dialogs_Intro_26_1LucyKneels_0_Player",62942887940,"""She's really doing it..."""
"Dialogs_Intro_26_1LucyKneels_1_Lucy",62942887941,"Like this?"
"Dialogs_Intro_26_1LucyKneels_2_Player",62942887942,"Good girl"
"Dialogs_Intro_26_1LucyKneels_3_Lucy",62942887943,"Shut up, idiot"
"Dialogs_Intro_26_2LucyPhoneCall_0_Lucy",62942887944,"What's up"
