Key,Id,Português Brasileiro(pt-br)
Dialogs_Intro_11_3Complimet_3_Lucy,62930305061,"Pare com isso, @{player}"
Dialogs_Intro_11_3Complimet_4_Lucy,62930305062,"Você também se tornou um bom conversador, não é?"
Dialogs_Intro_11_3Complimet_5_Lucy,62930305063,"Os elogios poderiam ser melhorados, no entanto..."
Dialogs_Intro_11_3Complimet_6_Lucy,62930305064,...mas obrigada
Dialogs_Intro_11_LucyHugs_0_Lucy,62930305065,"Uau, você é tão alto!"
Dialogs_Intro_11_LucyHugs_1_Lucy,62930305066,"A última vez que nos vimos, você era apenas uma criança."
Dialogs_Intro_11_LucyHugs_2_Lucy,62930305067,"É bom ver você, @{player}"
Dialogs_Intro_12_FatherInterupt_0_Sarah,62930305068,"Não quero interromper sua conversa agradável, mas a comida está esfriando."
Dialogs_Intro_12_FatherInterupt_1_Benjamin,62930305069,Sua mãe está certa. Vá para a mesa.
Dialogs_Intro_12_FatherInterupt_2_Lucy,62930305070,Tudo bem... e você?
Dialogs_Intro_12_FatherInterupt_3_Lucy,62930305071,Você está saindo para trabalhar de novo?
Dialogs_Intro_12_FatherInterupt_4_Benjamin,62930305072,"Não se preocupe, só preciso lavar as mãos depois de usar o banheiro."
Dialogs_Intro_13_LucyFinal_0_Lucy,62930305073,"Vamos para a mesa, então, @{player}"
Dialogs_Intro_14_LookAtHand_0_Player,62930305074,"“Então, afinal ele não as lavou”"
Dialogs_Intro_15_Food_0_Lisa,62930305075,"A comida está cheirosa, como sempre, mãe."
Dialogs_Intro_15_Food_1_Sarah,62930305076,"Obrigado, querida."
Dialogs_Intro_15_Food_2_Lucy,62930305077,Puxa-saco...
Dialogs_Intro_15_Food_3_Lisa,62930305078,"O quê!? Não, estou falando sério!"
Dialogs_Intro_15_Food_4_Lucy,62930305079,"Hahahha, estou só brincando com você."
Dialogs_Intro_15_Food_4_Lisa,62930305080,.  .  .
Dialogs_Intro_15_Food_5_Benjamin,62930305081,"Já chega, meninas"
Dialogs_Intro_15_Food_6_Benjamin,62930305082,"Conte-nos, @{player}, como está sua vida?"
Dialogs_Intro_15_Food_7_Benjamin,62930305083,Já arranjou uma namorada?
Dialogs_Intro_15_Food_8_Sarah,62930305084,"Benjamin, é mesmo isso que você quer saber primeiro?"
Dialogs_Intro_15_Food_9_Benjamin,62930305085,"É, qual é o problema nisso?"
Dialogs_Intro_15_Food_10_Lucy,62930305086,"Sim, mãe. O que há de errado com essa pergunta?"
Dialogs_Intro_15_Food_11_Lucy,62930305087,Aposto que a Lisa também está ansiosa para saber a resposta.
Dialogs_Intro_15_Food_12_Lisa,62930305088,O quê? Por que eu?
Dialogs_Intro_15_Food_13_Benjamin,62930305089,"Você não é gay, não é?"
Dialogs_Intro_15_1JustNo_0_Player,62930305090,Não...
Dialogs_Intro_15_1JustNo_1_Benjamin,62930305091,Ótimo...
Dialogs_Intro_15_1JustNo_2_Benjamin,62930305092,Então não há nada de errado com essa pergunta.
Dialogs_Intro_15_1JustNo_3_Benjamin,62930305093,"Então, você tem um?"
Dialogs_Intro_15_1_1NoAnswer_0_Player,62930305094,.  .  .
Dialogs_Intro_15_1_1NoAnswer_1_Benjamin,62930305095,"Bem, se você não quer falar sobre isso, então não vamos falar sobre isso..."
Dialogs_Intro_15_1_2No_0_Player,62930305096,Não
Dialogs_Intro_15_1_2No_1_Benjamin,62930305097,É uma pena.
Dialogs_Intro_15_1_2No_2_Benjamin,62930305098,Certifique-se de comprar um logo.
Dialogs_Intro_15_1_2No_3_Benjamin,62930305099,"Na sua idade, eu estava quase casado..."
Dialogs_Intro_15_1_2No_4_Sarah,62930305100,"Sim, você era um verdadeiro machão naquela época."
Dialogs_Intro_15_1_2No_5_Lucy,62930305101,Hahaha
Dialogs_Intro_15_1_2No_5_Lisa,62930305102,Hahaha
Dialogs_Intro_15_2Polite_0_Player,62930305103,"Acho que não quero discutir isso com você, Benjamin."
Dialogs_Intro_15_2Polite_1_Benjamin,62930305104,"Então, é um “sim”?"
Dialogs_Intro_15_2Polite_2_Player,62930305105,Não é
Dialogs_Intro_15_2Polite_3_Benjamin,62930305106,"Ok, não quero deixá-lo desconfortável, @{player}."
Dialogs_Intro_15_2Polite_4_Benjamin,62930305107,"Você é um convidado aqui, afinal."
Dialogs_Intro_15_2Polite_5_Benjamin,62930305108,Perdoe-me pela minha falta de educação.
Dialogs_Intro_15_2Polite_6_Sarah,62930305109,"Graças a Deus, Benjamin."
Dialogs_Intro_15_3Harshly_0_Player,62930305110,Não é da sua conta!
Dialogs_Intro_15_3Harshly_1_Benjamin,62930305111,"Uau, jovem!"
Dialogs_Intro_15_3Harshly_2_Benjamin,62930305112,Não há necessidade de ser rude
Dialogs_Intro_15_3Harshly_3_Benjamin,62930305113,"Afinal, você está na minha casa"
Dialogs_Intro_15_3Harshly_4_Sarah,62930305114,"Deixe-o em paz, Benjamin."
Dialogs_Intro_15_3Harshly_5_Sarah,62930305115,Ele apenas respondeu de forma rude à sua pergunta rude.
Dialogs_Intro_15_3Harshly_6_Benjamin,62930305116,. . .
Dialogs_Intro_15_3Harshly_7_Sarah,62930305117,Vamos continuar sem qualquer negatividade
Dialogs_Intro_15_5Continue_0_Sarah,62930305118,Conte-nos algo sobre você...
Dialogs_Intro_15_5Continue_1_Sarah,62930305119,Não o vemos há séculos
Dialogs_Intro_15_5Continue_2_Sarah,62930305120,E não sabemos nada sobre a sua vida...
Dialogs_Intro_15_5_1Guitar_0_Player,62930305121,Gosto de tocar violão.
Dialogs_Intro_15_5_1Guitar_1_Sarah,62930305122,"Ah, então você é músico."
Dialogs_Intro_15_5_1Guitar_2_Sarah,62930305123,Isso é legal.
Dialogs_Intro_15_5_1Guitar_3_Player,62930305124,"Na verdade, não..."
Dialogs_Intro_15_5_1Guitar_4_Player,62930305125,Não sei muito sobre música...
Dialogs_Intro_15_5_1Guitar_5_Player,62930305126,"Eu só gosto de tocar violão, só isso."
Dialogs_Intro_15_5_1Guitar_6_Sarah,62930305127,"Ah, então você é um guitarrista autodidata?"
Dialogs_Intro_15_5_1Guitar_7_Player,62930305128,Sim
Dialogs_Intro_15_5_1Guitar_8_Sarah,62930305129,Isso é realmente impressionante.
Dialogs_Intro_15_5_1Guitar_9_Sarah,62930305130,Gostaria de ouvir você tocar
Dialogs_Intro_15_5_1Guitar_10_Sarah,62934499328,"Mas, a julgar pela pequena bolsa que você trazia consigo..."
Dialogs_Intro_15_5_1Guitar_11_Sarah,62934499329,Acho que você não está com seu violão
Dialogs_Intro_15_5_1Guitar_12_Player,62934499330,Não
Dialogs_Intro_15_5_1Guitar_13_Sarah,62934499331,Bem... talvez encontremos uma guitarra aqui na cidade.
Dialogs_Intro_15_5_1Guitar_14_Sarah,62934499332,Você pode falar com a Lisa mais tarde
Dialogs_Intro_15_5_1Guitar_15_Sarah,62934499333,Ela é a musicista da nossa família
Dialogs_Intro_15_5_1Guitar_16_Sarah,62934499334,Talvez você possa pedir um emprestado às amigas dela
Dialogs_Intro_15_5_1Guitar_17_Player,62934499335,Ok...
Dialogs_Intro_15_5_2Study_0_Player,62934499336,Estudei Ciência da Computação na universidade local
Dialogs_Intro_15_5_2Study_1_Player,62934499337,Tive que fazer uma pausa... depois dos recentes acontecimentos
Dialogs_Intro_15_5_2Study_2_Sarah,62934499338,Ah...
Dialogs_Intro_15_5_2Study_3_Sarah,62934499339,Emma falou sobre o seu pai.
Dialogs_Intro_15_5_2Study_4_Sarah,62934499340,Lamentamos
Dialogs_Intro_15_5_2Study_5_Player,62934499341,Tudo bem...
Dialogs_Intro_15_5_2Study_6_Sarah,62934499342,Você tirou uma licença acadêmica?
Dialogs_Intro_15_5_2Study_7_Player,62934499343,Não...
Dialogs_Intro_15_5_2Study_8_Player,62934499344,Acabei de sair da universidade
Dialogs_Intro_15_5_2Study_9_Sarah,62934499345,Por que não uma pausa acadêmica?
Dialogs_Intro_15_5_2Study_10_Player,62934499346,Eu já estava farto daquela universidade
Dialogs_Intro_15_5_2Study_11_Player,62934499347,Não me diverti nada e a morte do meu pai...
Dialogs_Intro_15_5_2Study_12_Player,62934499348,"... bem, isso agora não importa..."
Dialogs_Intro_15_5_2Study_13_Player,62934499349,Foi um erro e eu admito isso
Dialogs_Intro_15_5_2Study_14_Sarah,62934499350,Espere... Emma me disse que você planeja estudar na nossa universidade na cidade
Dialogs_Intro_15_5_2Study_15_Sarah,62934499351,É mesmo?
Dialogs_Intro_15_5_2Study_16_Player,62934499352,"Ainda não sei... É o que a minha mãe quer... "
Dialogs_Intro_15_5_2Study_17_Player,62934499353,Mas não tenho certeza se é o que eu preciso...
Dialogs_Intro_15_5_2Study_18_Sarah,62934499354,Acho que você terá que descobrir isso por conta própria...
Dialogs_Intro_15_5_2Study_19_Player,62934499355,Acho que sim...
Dialogs_Intro_15_5_3Gym_0_Player,62934499356,Há alguma academia por perto?
Dialogs_Intro_15_5_3Gym_1_Sarah,62934499357,"Então você gosta de pegar ferro, né?"
Dialogs_Intro_15_5_3Gym_2_Sarah,62934499358,"Acho que seu corpo fala por si mesmo, haha"
Dialogs_Intro_15_5_3Gym_3_Lucy,62934499359,É claro que há uma academia em nossa cidade
Dialogs_Intro_15_5_3Gym_4_Lucy,62934499360,Você pode falar comigo sobre isso mais tarde...
Dialogs_Intro_15_5_3Gym_5_Lucy,62934499361,"Talvez pudéssemos até malhar juntos, se você aguentar o ritmo"
Dialogs_Intro_15_6ContChat_0_Sarah,62934499362,Tudo bem...
Dialogs_Intro_15_6ContChat_1_Lucy,62934499363,"A propósito, pai..."
Dialogs_Intro_15_6ContChat_2_Lucy,62934499364,Hoje tem uma festa na universidade...
Dialogs_Intro_15_6ContChat_3_Benjamin,62934499365,É organizado pela própria universidade?
Dialogs_Intro_15_6ContChat_4_Lucy,62934499366,"Não, mas..."
Dialogs_Intro_15_6ContChat_5_Benjamin,62934499367,Então você não vai a lugar algum
Dialogs_Intro_15_6ContChat_6_Benjamin,62934499368,"Em vez de sair para festas, é melhor estudar para a próxima prova"
Dialogs_Intro_15_6ContChat_7_Lucy,62934499369,Mas...
Dialogs_Intro_15_6ContChat_8_Lucy,62934499370,Mas já tenho idade suficiente para decidir por mim mesma!
Dialogs_Intro_15_6ContChat_8_Lisa,62934499371,Mana...
Dialogs_Intro_15_6ContChat_9_Benjamin,62934499372,"Enquanto você estiver morando sob meu teto, serei eu quem decidirá o que você fará ou não!"
Dialogs_Intro_15_6ContChat_10_Lucy,62934499373,Você é tão... <shake>Ugh!</shake>
Dialogs_Intro_16LucyGoesAway_0_Lucy,62934499374,"Eu ainda vou, não importa o que você diga"
Dialogs_Intro_16LucyGoesAway_1_Benjamin,62934499375,"Se você for, haverá consequências!"
Dialogs_Intro_16LucyGoesAway_2_Lucy,62934499376,Não me importo
Dialogs_Intro_16LucyGoesAway_3_Sarah,62934499377,"Aonde você vai, Lucy? Você não tocou na comida"
Dialogs_Intro_16LucyGoesAway_4_Lucy,62934499378,Não estou com fome!
Dialogs_Intro_16LucyGoesAway_5_Benjamin,62934499379,"Cuidado com o tom de voz quando falar com sua mãe, moça!"
Dialogs_Intro_16_1ContinueAfterLucyLeave_0_Player,62934499380,"“Caramba, ela tem coragem.”"
Dialogs_Intro_16_1ContinueAfterLucyLeave_1_Sarah,62934499381,Ela está certa... não devemos ser tão rígidos com ela
Dialogs_Intro_16_1ContinueAfterLucyLeave_2_Benjamin,62934499382,"Não, ela deveria aprender a ter respeito ao falar com os pais"
Dialogs_Intro_16_1ContinueAfterLucyLeave_3_Benjamin,62934499383,Ela deveria estar feliz por eu não tê-la castigado pela maneira como falou comigo
Dialogs_Intro_16_1ContinueAfterLucyLeave_4_Sarah,62934499384,"Não sei, afinal ela tem 23 anos..."
Dialogs_Intro_16_1ContinueAfterLucyLeave_5_Benjamin,62934499385,Isso não importa...
Dialogs_Intro_16_1ContinueAfterLucyLeave_6_Player,62934499386,"""Não sabia que o Benjamin era tão controlador"""
Dialogs_Intro_16_1ContinueAfterLucyLeave_7_Lisa,62934499387,Acho que vou falar com ela
Dialogs_Intro_16_1ContinueAfterLucyLeave_8_Sarah,62934499388,Mas você também não tocou na sua comida
Dialogs_Intro_16_1ContinueAfterLucyLeave_9_Lisa,62934499389,"Na verdade, já comi alguma coisa há pouco. Não estou com fome"
Dialogs_Intro_16_1ContinueAfterLucyLeave_10_Sarah,62934499390,"Tudo bem, então..."
Dialogs_Intro_16_2LisaLeaves_0_Sarah,62934499391,Desculpe pelo que aconteceu
Dialogs_Intro_16_2LisaLeaves_1_Sarah,62934499392,Você não deveria ter visto isso
Dialogs_Intro_16_2LisaLeaves_2_Player,62934499393,"Tudo bem. A casa é sua, então não se preocupe comigo."
Dialogs_Intro_16_2LisaLeaves_3_Sarah,62934499394,"Vamos comer agora, então"
Dialogs_Intro_16_2LisaLeaves_4_Benjamin,62934499395,Bom apetite!
Dialogs_Intro_16_2LisaLeaves_4_Player,62934499396,Bom apetite!
Dialogs_Intro_16_3AfterEat_0_Player,62934499397,A comida estava incrível.
Dialogs_Intro_16_3AfterEat_1_Benjamin,62934499398,"Concordo com @{player}, querida."
Dialogs_Intro_16_3AfterEat_2_Benjamin,62934499399,"A comida estava deliciosa, como sempre"
Dialogs_Intro_16_3AfterEat_3_Sarah,62934499400,"Valeu, gente."
Dialogs_Intro_16_3AfterEat_4_Sarah,62934499401,Vou levar os pratos
Dialogs_Intro_16_3AfterEat_5_Player,62934499402,"""Talvez eu devesse oferecer minha ajuda com isso"""
Dialogs_Intro_16_4LetMeHelp_0_Player,62934499403,Eu vou ajudá-lo com os pratos
Dialogs_Intro_16_4LetMeHelp_1_Sarah,62934499404,"Ah, que gentileza sua!"
Dialogs_Intro_16_4LetMeHelp_2_Sarah,62934499405,"Mas eu cuido disso, obrigado"
Dialogs_Intro_16_4LetMeHelp_3_Sarah,62934499406,Você deve estar realmente cansado da longa estrada que percorreu até agora
Dialogs_Intro_16_4LetMeHelp_4_Player,62934499407,Não estou. Deixe-me pelo menos ajudá-lo a lavar a louça
Dialogs_Intro_16_4LetMeHelp_5_Sarah,62934499408,"Se você quer tanto me ajudar, tudo bem"
Dialogs_Intro_16_4LetMeHelp_6_Sarah,62934499409,Apenas me deixe levar esses pratos para a pia
Dialogs_Intro_16_4LetMeHelp_7_Sarah,62934499410,Estarei esperando por você lá
Dialogs_Intro_17_HelpSarah_0_Sarah,62934499411,Obrigado por concordar em me ajudar
Dialogs_Intro_17_HelpSarah_1_Sarah,62934499412,Aqui está a pia com os pratos
Dialogs_Intro_17_HelpSarah_2_Sarah,62934499413,Acho que não preciso mostrar o que fazer
Dialogs_Intro_17_HelpSarah_3_Player,62934499414,"Sim, eu cuido."
Dialogs_Intro_17_HelpSarah_4_Sarah,62934499415,Bom
Dialogs_Intro_17_HelpSarah_5_Sarah,62934499416,Então vou seguir meu caminho
Dialogs_Intro_17_HelpSarah_6_Sarah,62934499417,Ainda preciso encontrar alguns lençóis para você
Dialogs_Intro_17_HelpSarah_7_Sarah,62934499418,Esqueci de fazer isso antes
Dialogs_Intro_17_HelpSarah_8_Sarah,62934499419,Divirta-se
Dialogs_Intro_17_HelpSarah_9_Player,62934499420,Obrigado
Dialogs_Intro_18_AfterWashing_0_Player,62934499421,"“Já terminei aqui"""
Dialogs_Intro_18_AfterWashing_1_Player,62934499422,"""Vamos dar uma olhada no meu novo quarto. A Sarah já deve ter encontrado os lençóis"""
Dialogs_Intro_19_LookAtSarah_0_Player,62934499423,“Uau... olha só isso”
Dialogs_Intro_19_LookAtSarah_1_Player,62934499424,"""Apesar da idade, ela manteve a forma muito bem"""
Dialogs_Intro_19_LookAtSarah_2_Player,62934499425,"""Talvez eu possa dar uma olhada mais de perto"""
Dialogs_Intro_20_SarahSeesYou_0_Sarah,62934499426,Hm?
Dialogs_Intro_20_SarahSeesYou_1_Sarah,62934499427,"Ah, é você @{player}"
Dialogs_Intro_21_SarahContinues_0_Sarah,62934499428,Tentando me assustar?
Dialogs_Intro_21_SarahContinues_1_Player,62934499429,“Missão falhou”
Dialogs_Intro_21_SarahContinues_2_Sarah,62934499430,Você tem pés sorrateiros
Dialogs_Intro_21_SarahContinues_3_Sarah,62934499431,Não ouvi você chegar
Dialogs_Intro_21_SarahContinues_4_Player,62934499432,Desculpe. Não queria assustá-la
Dialogs_Intro_21_SarahContinues_5_Sarah,62934499433,Sem problemas
Dialogs_Intro_21_SarahContinues_6_Sarah,62934499434,Lembre-se de que sou um medrosa
Dialogs_Intro_21_SarahContinues_7_Sarah,62934499435,"Então não se aproxime sorrateiramente de mim, a menos que queira que meu coração saia pela boca"
Dialogs_Intro_21_SarahContinues_8_Player,62934499436,Vou lembrar disso da próxima vez
Dialogs_Intro_21_SarahContinues_9_Sarah,62934499437,Obrigado
Dialogs_Intro_21_SarahContinues_10_Sarah,62934499438,"Então, aqui estão os lençóis"
Dialogs_Intro_21_SarahContinues_11_Sarah,62934499439,Eu deveria ter pensado neles mais cedo
Dialogs_Intro_21_SarahContinues_12_Sarah,62934499440,Mas acho que me deu um branco enquanto eu limpava a poeira deste quarto.
Dialogs_Intro_21_SarahContinues_13_Player,62934499441,"Tudo bem, eu não estava tão cansado assim"
Dialogs_Intro_21_SarahContinues_14_Sarah,62934499442,Bem... agora você pode descansar de verdade
Dialogs_Intro_21_SarahContinues_15_Sarah,62934499443,Tenho que lavar roupa...
Dialogs_Intro_21_SarahContinues_16_Sarah,62934499444,"Se precisar de alguma coisa, pode me encontrar em algum lugar da casa"
Dialogs_Intro_21_SarahContinues_17_Sarah,62938693632,Aproveite seu novo quarto
Dialogs_Intro_22_Resting_0_Story_0,62938693633,"Enquanto descansa na cama, você fecha os olhos por um momento"
Dialogs_Intro_22_Resting_1_Story_0,62938693634,Mas algum desconforto impede você de aproveitar plenamente o seu descanso.
Dialogs_Intro_22_Resting_2_Story_0,62938693635,Um impulso natural o obriga a abrir os olhos e ir ao banheiro
Dialogs_Intro_22_Resting_3_Story_0,62938693636,Você finalmente chega ao banheiro. Alguns movimentos rápidos com suas calças e você já está se aliviando.
Dialogs_Intro_22_Resting_4_Story_0,62938693637,"Mas, de alguma forma, a sensação desejada de alívio não está chegando ao seu corpo..."
Dialogs_Intro_22_Resting_5_Story_0,62938693638,E você também percebe que está demorando mais do que o normal
Dialogs_Intro_22_Resting_6_Story_0,62938693639,"Depois de ficar em frente ao vaso sanitário por cerca de um minuto, você sente que a vontade de urinar não desapareceu..."
Dialogs_Intro_22_Resting_7_Story_0,62938693640,Ficou ainda pior
Dialogs_Intro_22_Resting_8_Player,62938693641,"""Algo está errado aqui...”"
Dialogs_Intro_22_Resting_9_Player,62938693642,“Espere...”
Dialogs_Intro_23_PlayerWakeUp_0_Player,62938693643,Suspiro...
Dialogs_Intro_23_PlayerWakeUp_1_Player,62938693644,Graças a Deus minhas calças estão secas.
Dialogs_Intro_23_PlayerWakeUp_2_Player,62938693645,Que sonho realista foi esse.
Dialogs_Intro_23_PlayerWakeUp_3_Player,62938693646,Que sorte que meu “soldado” não acreditou no sonho e lutou até o fim...
Dialogs_Intro_23_PlayerWakeUp_4_Player,62938693647,Não deixando passar nem uma gota... Estou orgulhoso de você T-T
Dialogs_Intro_23_PlayerWakeUp_5_Player,62938693648,Vamos ao banheiro agora.
Dialogs_Intro_23_1PlayerGetUp_0_Player,62938693649,“Tudo bem... agora vamos ao banheiro.”
Dialogs_Intro_23_1PlayerGetUp_1_Player,62938693650,"""Se não me falha a memória, deve ser a sala de onde o Benjamin saiu quando a gente se encontrou hoje"""
Dialogs_Intro_23_2SarahsDoorSeen_0_Player,62938693651,Hum?
Dialogs_Intro_23_2SarahsDoorSeen_1_Player,62938693652,"""A porta da Sarah está ligeiramente aberta."""
Dialogs_Intro_23_2SarahsDoorSeen_2_Player,62938693653,"""Vamos ver como ela está"""
Dialogs_Intro_24_1LucyCatches_0_Lucy,62938693654,"Está gostando do espetáculo, pervertido?"
Dialogs_Intro_24_1LucyCatches_1_Player,62938693655,"Eai, Lucy"
Dialogs_Intro_24_1LucyCatches_2_Player,62938693656,Não é o que parece...
Dialogs_Intro_24_1LucyCatches_3_Lucy,62938693657,É mesmo? Quer me dizer que estava a caminho do banheiro...
Dialogs_Intro_24_1LucyCatches_4_Lucy,62938693658,E se perdeu?
Dialogs_Intro_24_1LucyCatches_5_Player,62938693659,"Bem, na verdade..."
Dialogs_Intro_24_1LucyCatches_6_Lucy,62938693660,"Cale a boca, idiota!"
Dialogs_Intro_24_1LucyCatches_7_Lucy,62938693661,"Você não quer que eles nos ouçam, quer?"
Dialogs_Intro_24_1LucyCatches_8_Lucy,62938693662,"Vá para o meu quarto, agora"
Dialogs_Intro_24_1LucyCatches_9_Player,62938693663,"“Não sei como vou resolver essa confusão em que me meti"""
Dialogs_Intro_24_SarahRoom_0_Player,62938693664,"""Holly..."""
Dialogs_Intro_24_SarahRoom_1_Player,62938693665,"""Acho que escolhi o momento errado para ir ver como eles estavam..."""
Dialogs_Intro_24_SarahRoom_2_Player,62938693666,"""Mas definitivamente não me arrependo..."""
Dialogs_Intro_24_SarahRoom_3_Sarah,62938693667,Honey...
Dialogs_Intro_24_SarahRoom_4_Benjamin,62938693668,Hm?
Dialogs_Intro_24_SarahRoom_5_Sarah,62938693669,"Olhe para mim, querido"
Dialogs_Intro_24_SarahRoom_6_Benjamin,62938693670,"Sarah, você sabe que estou cansado... deixe-me dormir."
Dialogs_Intro_24_SarahRoom_7_Benjamin,62938693671,Tive uma semana difícil
Dialogs_Intro_24_SarahRoom_8_Sarah,62938693672,"Sim, eu sei."
Dialogs_Intro_24_SarahRoom_9_Sarah,62938693673,Quero que relaxe um pouco
Dialogs_Intro_24_SarahRoom_10_Sarah,62938693674,"Abra os olhos, querido"
Dialogs_Intro_24_SarahRoom_11_Benjamin,62938693675,"Pare com isso, Sarah"
Dialogs_Intro_24_SarahRoom_12_Benjamin,62938693676,Estou cansado
Dialogs_Intro_24_SarahRoom_13_Sarah,62938693677,Mas...
Dialogs_Intro_24_SarahRoom_14_Player,62938693678,"“Ele é louco, recusar uma mulher com um corpo assim?”"
Dialogs_Intro_24_SarahRoom_15_Lucy,62938693679,ahem
Dialogs_Intro_24_SarahRoom_16_Player,62938693680,“Merda...”
Dialogs_Intro_25_LucyRoom_0_Player,62938693681,"Ei, olha..."
Dialogs_Intro_25_LucyRoom_1_Lucy,62938693682,<shake>Cale a boca!!!</shake>
Dialogs_Intro_25_LucyRoom_2_Lucy,62938693683,"Olhe para você, seu pequeno pervertido"
Dialogs_Intro_25_LucyRoom_3_Lucy,62938693684,Você nem está tentando esconder seu tesão
Dialogs_Intro_25_LucyRoom_4_Lucy,62938693685,Nem quero ouvir suas desculpas patéticas
Dialogs_Intro_25_LucyRoom_5_Lucy,62938693686,Você está com um grande problema agora...
Dialogs_Intro_25_LucyRoom_6_Lucy,62938693687,Mas você tem sorte que fui eu quem te pegou
Dialogs_Intro_25_LucyRoom_7_Player,62938693688,O que você quer dizer? Você não vai contar a Sarah sobre isso né?
Dialogs_Intro_25_LucyRoom_8_Lucy,62938693689,Talvez eu não...
Dialogs_Intro_25_LucyRoom_9_Lucy,62938693690,Mas meu silêncio tem um preço
Dialogs_Intro_25_LucyRoom_10_Player,62938693691,"""Claro..."""
Dialogs_Intro_25_LucyRoom_11_Player,62938693692,"E que preço seu silêncio chegará, Lucy?"
Dialogs_Intro_25_LucyRoom_12_Lucy,62938693693,Bem... Me deixe pensar
Dialogs_Intro_25_LucyRoom_13_Lucy,62938693694,Ah...Tenho uma ideia!
Dialogs_Intro_25_LucyRoom_14_Lucy,62938693695,O dinheiro pode manter meu bico fechado
Dialogs_Intro_25_LucyRoom_15_Player,62938693696,"Você está falando sério? "
Dialogs_Intro_25_LucyRoom_16_Lucy,62938693697,200... agora
Dialogs_Intro_25_LucyRoom_17_Player,62938693698,<shake>quanto!?</shake> por que eu theria tanto Dinheiro comigo a caminho do banheiro?
Dialogs_Intro_25_LucyRoom_18_Lucy,62938693699,"Você quer dizer, a caminho de espiar minha mãe?"
Dialogs_Intro_25_LucyRoom_19_Lucy,62938693700,Tudo bem...
Dialogs_Intro_25_LucyRoom_20_Lucy,62938693701,Vou te dar alguns minutos para ir para o seu quarto e pegar o dinheiro
Dialogs_Intro_25_LucyRoom_21_Lucy,62938693702,"Mas seja rápido, não tenho muito tempo"
Dialogs_Intro_25_LucyRoom_22_Player,62938693703,"Você está brincando, certo?"
Dialogs_Intro_25_LucyRoom_23_Player,62938693704,"Isso é muito dinheiro, o que você faria com isso?"
Dialogs_Intro_25_LucyRoom_24_Lucy,62938693705,"Não é da sua conta, cara"
Dialogs_Intro_25_LucyRoom_25_Lucy,62938693706,"Quer dizer, você nem tem escolha. Então, por que isso importaria..."
Dialogs_Intro_25_LucyRoom_26_Lucy,62938693707,A menos que você queira que mamãe e papai descubram o acidente de hoje
Dialogs_Intro_25_LucyRoom_27_Player,62938693708,"""Bem, acho que realmente não tenho uma escolha aqui"""
Dialogs_Intro_25_LucyRoom_28_Player,62938693709,"""O problema é que eu não tenho tanto dinheiro"""
Dialogs_Intro_25_LucyRoom_29_Player,62938693710,"""Mas eu realmente não quero que ela saiba que estou sem dinheiro"""
Dialogs_Intro_25_LucyRoom_30_Lucy,62938693711,E então?
Dialogs_Intro_25_LucyRoom_31_Player,62938693712,"""Mas espere um segundo... Por que ela está vestida assim no meio da noite?"""
Dialogs_Intro_25_LucyRoom_32_Lucy,62938693713,Você é surdo!?
Dialogs_Intro_25_LucyRoom_33_Player,62938693714,"""Ela definitivamente se vestiu para a festa que mencionou antes"""
Dialogs_Intro_25_LucyRoom_34_Lucy,62938693715,É melhor você não me ignorar!
Dialogs_Intro_25_LucyRoom_35_Player,62938693716,Você sabe que... Eu não vou te pagar uma merda
Dialogs_Intro_25_LucyRoom_36_Player,62938693717,"""Ela definitivamente não viu essa resposta chegando"""
Dialogs_Intro_25_LucyRoom_36_Lucy,62938693718,.   .   .
Dialogs_Intro_25_LucyRoom_37_Lucy,62938693719,Então desejo boa sorte para explicar ao meu pai o que você estava fazendo perto da porta do quarto à noite.
Dialogs_Intro_25_LucyRoom_38_Player,62938693720,Você pode dizer a ele o que quiser
Dialogs_Intro_25_LucyRoom_39_Lucy,62938693721,O que?...
Dialogs_Intro_25_LucyRoom_40_Player,62938693722,Você me ouviu direito
Dialogs_Intro_25_LucyRoom_41_Player,62938693723,Vá em frente e diga a ele...
Dialogs_Intro_25_LucyRoom_42_Player,62938693724,Se você quer que seu pai saiba que você está saindo à noite para ir à festa que ele disse para você não ir...
Dialogs_Intro_25_LucyRoom_43_Lucy,62938693725,O quê?
Dialogs_Intro_25_LucyRoom_44_Player,62938693726,"Você acha que eu sou estúpido, não é?"
Dialogs_Intro_25_LucyRoom_45_Player,62938693727,Por que mais você estaria vestido assim agora?
Dialogs_Intro_25_LucyRoom_46_Lucy,62938693728,Não... isso é...
Dialogs_Intro_25_LucyRoom_47_Player,62938693729,"Deixa pra lá, Lucy... Eu sei o que você está tramando."
Dialogs_Intro_25_LucyRoom_48_Player,62938693730,Não há necessidade de tentar criar uma explicação
Dialogs_Intro_25_LucyRoom_49_Lucy,62938693731,"Tudo bem, estamos quites então... "
Dialogs_Intro_25_LucyRoom_50_Lucy,62938693732,Desta vez você teve sorte
Dialogs_Intro_25_LucyRoom_51_Player,62938693733,"Bem, não acho que estamos quites. Você perturbou minha paz e me impediu de ir ao banheiro."
Dialogs_Intro_25_LucyRoom_52_Player,62938693734,Eu acho que você precisa se desculpar por isso
Dialogs_Intro_25_LucyRoom_53_Lucy,62938693735,"Cara, você está falando sério agora?"
Dialogs_Intro_25_LucyRoom_54_Lucy,62938693736,Você atrasou as coisas ficando de olho nos meus pais
